state,dialog
527,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
528,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
529,I T I 407 A I I T I 500 A T I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
530,I T I 407 A I I T I 500 A T I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U U 200 U 200 U U 200 U 200 U U U U U 200 U 200 U U 200 B B B B B 200 B 200 B 200 B 200
531,I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
532,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 486 A I 486 A I 486 A
533,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
534,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
535,I T I T I 500 A I I T T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 B B B B B 200 B 200 B 200 B 200
536,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
537,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
538,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 R R P 200 P 200 R P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
539,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I I 200 I 200 I 200 A A A U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
540,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B B B 200 B 200 B 200 B 200 B 200 B 200 B 200
541,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
542,I T I 407 A I I T I 500 T I T A I T S S S P P P P P 200 P 200 P 200 P 200 I 480 A I 480 A I 480 A
543,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I I T T I I 200 I 200 I 200 I 200 A A A A I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
544,I T I T I 500 A I T I T S S S P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
545,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
546,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
547,I T I T I 500 I I T I T T R A R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B B B 200 B 200 B 200 B 200 B 200 B 200
548,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 C C 200 C C 200 C C C 200 C C 200 I 487 C 200 A I 487 A I 487 A I 487 A I 487 A
549,I T I T I 500 A I T I 500 I A T I T I T S S S S P P P P P 200 S P 200 S P 200 P 200 S S P P P P P 200 S P 200 S P 200 S P 200 S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
550,I T I 407 A I I T T I 500 A I T I T I 480 A I 480 A I 480 A
551,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
552,I T I T I 500 I T I 486 I 486 A A A
553,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 W W W I 486 A I 486 A P I 486 A
554,I T I T I 500 A I T I W T W I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
555,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I I T I T I 200 I 200 T I 200 A A A A B B B B B 200 B 200 B 200 B 200
556,I T I T I 500 A I T I T S S S P P P P 200 S S P 200 P 200 S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
557,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 I 487 A I 487 A W W R R P P P 200 P 200 I 200 I 200 A A B B B 200 B 200
558,I I T I 500 A I T I T T R R R P P P P 200 P P 200 P 200 P 200 I 480 I 480 A A I 480 A
559,I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
560,I I T T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U 200 U 200 U U 200 U 200 U U U U 200 U 200 U U 200 U 200 U U 200 B B B B B B 200 B 200 B 200 B 200 B 200
561,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B B 200 B 200 B 200
562,I T I 407 A I T I T I 500 I T A I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
563,I T I T I 500 A I T I T I T I 408 A I 408 A S S P P P 200 P 200 C C 200 C C 200 I 408 A I 408 A
564,I T I 407 A I I T T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
565,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
566,I T I T I 500 I T A I T I 486 A I 486 A I 486 A
567,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 480 A I 480 A I 480 A
568,I T I 407 A I I T I 500 A T I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
569,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 B B B B 200 B 200 B 200
570,I T I T I T R R P P P 200 P 200 R R P P P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 I 487 A A
571,I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 R P 200 R P 200 R P 200 P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
572,I T I 407 A I I T T I 500 A I T I T S S S P P P R P 200 P 200 R P 200 R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
573,I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 I 487 A I 487 A I 487 A
574,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C 200 C C 200 C C 200 I 487 A I 487 A I 487 A I 487 A
575,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 C C 200 I 487 I 487 A A I 487 A I 487 A
576,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A I 486 A
577,I T I T I 500 I T W W I T A I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
578,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
579,I T I 407 A I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
580,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
581,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
582,I T I T I 500 A I T I T I T I T R R R R P P P P I 482 A P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
583,I T I T I 500 A I T W W I T I T S S S S P P P P P 200 P 200 P 200 S P 200 S S S P P P P P 200 S P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
584,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
585,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
586,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
587,I T I 407 A I I T T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A I T I T I T I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
588,I T I T I 500 A I T I T R R R I 200 I 200 P I 200 P P P 200 P 200 A P 200 A A A B B B B 200 B 200 B 200
589,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
590,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I 407 A I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
591,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
592,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
593,I T I 407 A I I T I 500 A I T T I T I 486 A I 486 A I 486 A
594,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
595,I I T I 500 A I T T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
596,I T I T I 500 A I T I T I T I T R R R R P P P P R R R R P P P P 200 P P 200 P 200 P 200 P 200 P 200 P 200 P 200 I 200 I 200 C I 200 I 200 A C 200 A A A I 487 A B B B B B 200 B 200 B 200 B 200
597,I I T I 500 A T I T I T S S S P P P P 200 R R P 200 P 200 R P P P P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
598,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
599,I T I 407 A I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
600,I T I T I 500 A I T W I W T I T S S S S P P P P P 200 S S P 200 P 200 S P 200 S P P P P P 200 S P 200 S P 200 S P 200 S P P P P P 200 P 200 P 200 P 200 R R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C C 200 C 200 I 487 A I 487 A I 487 I 487 A A
601,I T I T I 500 A I T I T I T R I 488 R A I 488 R A R I 488 A I 488 P P 481 A C C 200
602,I T I T I 500 A I T I T R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
603,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
604,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A I T I T I T I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
605,I T I T I 500 A I T I T I 200 I 200 I 200 I 200 I 200 A A A A I 200 A A B B B B 200 B 200 B 200
606,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
607,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
608,I I T T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
609,I I T T I 500 A I T I T S S S P P P P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
610,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
611,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
612,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A I T I 407 A I T I T I T I T I 200 I 200 I 200 I 200 A A A A I T I T I T I T I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
613,I T I T I 500 A I T I T S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
614,I T I T I 500 A I T I T I 500 I A T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
615,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
616,I T I T I 500 I T A I T S S S P P P P P 200 R R P 200 P 200 R P P 200 P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
617,I I T T I 500 A I T I T S S S P P P P 200 R P 200 R P 200 R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 U U U U 200 U 200 U 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
618,I I T T R R P P P 200 P 200 I 200 I 200 A A B B B 200 B 200
619,I I T I 500 A T I T I T W W W P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 I 200 P 200 I 200 P 200 P 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
620,I T I 407 A I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
621,I T I 407 A I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
622,I T I T I 500 A I T S S P P P 200 P 200 I 603 A I 603 A
623,I I T I 500 A I T I T T R R R R R P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
624,I T I 407 A I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
625,I T I 407 A I I T I 500 A I T I T T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
626,I T I 407 A I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 W W W P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
627,I T I T I 500 I I T I A T T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B B 200 B 481 B 200 B 200
628,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 C 200 I 487 A I 487 A I 487 A
629,I T I T I 500 A I T I T S S S S P S P P P P 200 I 200 P 200 P 200 P 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
630,I T I T I 500 A I T I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 C I 200 I 200 C 200 A I 487 A A A A B B B B B 200 B 200 B 200 B 200
631,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A I 200 I 200 A A A A B B B B 200 B 200 B 200
632,I T I T I 500 A I T I T I 500 A I I T I T T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A B B B B B B 200 B 200 B 200 B 200 B 200
633,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
634,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 I T I T I T I I 200 I 200 I 200 I 200 A A A A B B B 200
635,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
636,I I T I 500 A I T T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
637,I T I T I 500 A I T I T W W W P P P P P 200 P 200 P 200 P 200 I 486 A I 486 A I 486 A
638,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
639,I I T I 500 T A I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A B B B B B 200 B 200 B 200 B 200
640,I T I T I 500 A I T I 500 A I T I T I T S S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B B 200 B 200 B 200 B 200
641,I I T T I 500 A I T I T S S S P P P P P 200 S P 200 S P 200 P 200 S P P P P P 200 P 200 P 200 P 200 R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
642,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 I 486 A I 486 A I 486 A
643,I T I T I 500 A I T I T S S S P P P P P 200 S S P 200 P 200 P 200 S P P P P P 200 S S P 200 P 200 S P 200 P P P P P 200 P 200 P 200 R R P 200 R P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C C 200 C C 200 I 487 A I 487 A C 200 I 487 A
644,I T I T I 500 A I T I T I 500 A I T I T I T R R R R R P P P P P P 200 P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 I 200 A A A A A U U U U 200 U 200 U 200 U U 200 U U U U 200 U 200 U U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 U U 200 B B B B B 200 B 200 B 200 B 200
645,I T I T I 500 A I T I T R R R P P P 200 P 200 P 200 P I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
646,I I T I 500 A T I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
647,I T I T I 500 A I T I T I 200 I 200 I 200 A A A A U U U 200 U U 200 U 200 U 200 B B B B 200 B 200 B 200
648,I T I T I 500 A I T I T I T R R R R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U U 200 U 200 U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
649,I T I T I 500 A I T I T S S S P P P P 200 P 200 P 200 R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U U 200 U 200 U 200 U 200 B B B B 200 B 200 B 200
650,I T I T I 500 A I T I T R R R P P P P 200 S P 200 S P 200 S P P P P 200 P 200 P 200 S S S P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U U 200 U 200 B B B B 200 B 200 B 200
651,I T I T I 500 A I T I T R R R P P P P 200 P 200 P 200 I 200 I 200 I 200 A A A A U U U 200 U 200 U U 200 U 200 U U U 200 U 200 U U U 200 U 200 B B B B B 200 B 200 B 200 B 200
652,I I T T I 500 A I T I T S S S S S P P P P P 200 R P 200 R P 200 P 200 R P P P P P 200 P 200 P 200 P 200 I 200 I 200 I 200 A A A A B B B B 200 B 200 B 200
653,I T I T I 500 A I T I T S S S P P P P P 200 P 200 P 200 P 200 S S S P P P P P 200 P 200 P 200 P 200 C C 200 C C 200 C C 200 I 487 A I 487 A I 487 A
