Signaling Flow,Class
"PCSCF,SCSCF,I:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,PCSCF,T:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,BCCAS,I-480:BCCAS,SCSCF,A",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,GTW,I:GTW,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A:GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:MTAS,SCSCF,A:SCSCF,MTAS,I-480:MTAS,SCSCF,S:ICSCF,GTW,S:GTW,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,GTW,P-200:MTAS,SCSCF,I-480:SCSCF,MTAS,A:ICSCF,GTW,I-480:GTW,ICSCF,A:GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,MTAS,I-480:MTAS,SCSCF,A:MTAS,SCSCF,S:ICSCF,GTW,S:GTW,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,GTW,P-200:MTAS,SCSCF,I-480:SCSCF,MTAS,A:ICSCF,GTW,I-480:GTW,ICSCF,A",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,GTW,I:GTW,SCSCF,T",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T:GTW,SCSCF,R:SCSCF,MTAS,R:SCSCF,PCSCF,R:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,GTW,I:GTW,SCSCF,T",1
"IBCF,ICSCF,I:ICSCF,IBCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A:GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,MTAS,I-480:MTAS,SCSCF,A:MTAS,SCSCF,S:ICSCF,GTW,S:GTW,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,GTW,P-200:MTAS,SCSCF,I-480:SCSCF,MTAS,A:ICSCF,GTW,I-480:GTW,ICSCF,A",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,W:ICSCF,SCSCF,W",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,R:ICSCF,SCSCF,R",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,GTW,I:GTW,SCSCF,T:GTW,SCSCF,S:SCSCF,BCCAS,S:BCCAS,SCSCF,S:SCSCF,ICSCF,S:IBCF,SCSCF,P:SCSCF,BCCAS,P:BCCAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,BCCAS,P-200:SCSCF,IBCF,P-200:BCCAS,SCSCF,P-200:GTW,SCSCF,R:SCSCF,BCCAS,R:BCCAS,SCSCF,R:SCSCF,ICSCF,R:IBCF,SCSCF,P:SCSCF,BCCAS,P:BCCAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,BCCAS,P-200:BCCAS,SCSCF,P-200:SCSCF,IBCF,P-200:GTW,SCSCF,W:SCSCF,BCCAS,W:BCCAS,SCSCF,W:SCSCF,ICSCF,W:SCSCF,BCCAS,P:IBCF,SCSCF,P:GTW,SCSCF,I-486:SCSCF,GTW,A:SCSCF,BCCAS,I-486:BCCAS,SCSCF,P:SCSCF,BCCAS,P-481:BCCAS,SCSCF,P-487:BCCAS,SCSCF,I-486:SCSCF,IBCF,P-487:BCCAS,SCSCF,A:SCSCF,BCCAS,A:ICSCF,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A:GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,MTAS,I-480:MTAS,SCSCF,A:MTAS,SCSCF,S:ICSCF,GTW,S:GTW,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,GTW,P-200:MTAS,SCSCF,I-480:SCSCF,MTAS,A:ICSCF,GTW,I-480:GTW,ICSCF,A",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,W:ICSCF,SCSCF,W",1
"MTAS,SCSCF,I:MTAS,SCSCF,A:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:ICSCF,SCSCF,C:SCSCF,MTAS,C:SCSCF,ICSCF,C-200:MTAS,SCSCF,I-487:MTAS,SCSCF,C-200:SCSCF,MTAS,A:SCSCF,ICSCF,I-487:ICSCF,SCSCF,A:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,MTAS,I-480:MTAS,SCSCF,A:MTAS,SCSCF,S:SCSCF,ICSCF,S:SCSCF,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,SCSCF,P-200:SCSCF,SCSCF,U:SCSCF,MTAS,U:MTAS,SCSCF,U-200:SCSCF,SCSCF,U-200:SCSCF,MTAS,C:ICSCF,SCSCF,C:SCSCF,ICSCF,C-200:MTAS,SCSCF,C-200:MTAS,SCSCF,I-487:SCSCF,MTAS,A:SCSCF,ICSCF,I-487:ICSCF,SCSCF,A:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,MTAS,I-480:MTAS,SCSCF,A:MTAS,SCSCF,S:SCSCF,ICSCF,S:SCSCF,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P-200:SCSCF,SCSCF,P-200:SCSCF,SCSCF,U:SCSCF,MTAS,U:MTAS,SCSCF,U-200:SCSCF,SCSCF,U-200:ICSCF,SCSCF,C:SCSCF,MTAS,C:SCSCF,ICSCF,C-200:MTAS,SCSCF,C-200:SCSCF,MTAS,A:MTAS,SCSCF,I-487:SCSCF,ICSCF,I-487:ICSCF,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:SCSCF,ICSCF,R:SCSCF,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:SCSCF,MTAS,P-200:PCSCF,SCSCF,P-200:MTAS,SCSCF,P-200:SCSCF,SCSCF,P-200",1
"MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:SCSCF,MTAS,P-200",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,R:SCSCF,BCCAS,R:BCCAS,SCSCF,R:SCSCF,ICSCF,R:IBCF,SCSCF,P:SCSCF,BCCAS,P:BCCAS,SCSCF,P:SCSCF,SCSCF,P:SCSCF,BCCAS,P-200:SCSCF,SCSCF,P-200:BCCAS,SCSCF,P-200:SCSCF,IBCF,P-200",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,GTW,I:GTW,SCSCF,T",1
"PCSCF,SCSCF,I:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,PCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:SCSCF,ASLI,A:ASLI,SCSCF,I-500:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:MTAS,SCSCF,W:ICSCF,GTW,W:SCSCF,GTW,I:GTW,SCSCF,T",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,BCCAS,I-480:BCCAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"ICSCF,SCSCF,I:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:MTAS,SCSCF,R:SCSCF,MTAS,R:SCSCF,ICSCF,R:SCSCF,MTAS,P:SCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:MTAS,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,SCSCF,P-200",1
"SCSCF,BCCAS,I",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,PCSCF,I-407:PCSCF,SCSCF,A:PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:SCSCF,PCSCF,R:PCSCF,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:SCSCF,MTAS,P-200:MTAS,SCSCF,P-200:SCSCF,MTAS,P-200:MTAS,SCSCF,P-200:SCSCF,PCSCF,P-200",1
"IBCF,ICSCF,I:ICSCF,IBCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,BCCAS,I-480:BCCAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,W:ICSCF,GTW,W:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,W:ICSCF,GTW,W:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,IBCF,I:IBCF,SCSCF,T",1
"PCSCF,SCSCF,I:SCSCF,BCCAS,I:BCCAS,SCSCF,T:SCSCF,PCSCF,T:BCCAS,SCSCF,I-500:SCSCF,BCCAS,A:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:ICSCF,GTW,R:GTW,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:SCSCF,MTAS,P-200:MTAS,SCSCF,P-200:SCSCF,GTW,P-200",1
"GTW,ICSCF,I:ICSCF,GTW,T",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T:GTW,SCSCF,S:SCSCF,MTAS,S:SCSCF,PCSCF,S:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:GTW,SCSCF,S:SCSCF,MTAS,P-200:SCSCF,MTAS,S:SCSCF,PCSCF,P-200:SCSCF,PCSCF,S:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:GTW,SCSCF,S:SCSCF,MTAS,S:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200:SCSCF,PCSCF,S:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200:GTW,SCSCF,R:SCSCF,MTAS,R:SCSCF,PCSCF,R:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,PCSCF,I:SCSCF,MTAS,T:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:GTW,SCSCF,P:ICSCF,GTW,R:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:MTAS,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,GTW,P-200",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,R:ICSCF,SCSCF,R",1
"MTAS,SCSCF,I:MTAS,SCSCF,A:PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T:SCSCF,MTAS,I-200:GTW,SCSCF,I-200:SCSCF,PCSCF,I-200:PCSCF,SCSCF,A:SCSCF,MTAS,A:MTAS,SCSCF,A:SCSCF,GTW,A:PCSCF,SCSCF,B:MTAS,SCSCF,B:SCSCF,GTW,B:SCSCF,MTAS,B-200:GTW,SCSCF,B-200:SCSCF,PCSCF,B-200",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,W:SCSCF,ICSCF,W:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"GTW,ICSCF,I:ICSCF,GTW,T",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,BCCAS,I-480:BCCAS,SCSCF,A",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,PCSCF,I-407:PCSCF,SCSCF,A:PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,W:SCSCF,MTAS,W:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,W:SCSCF,GTW,I:GTW,SCSCF,T",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,ICSCF,R:ICSCF,SCSCF,R",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,PCSCF,I-407:PCSCF,SCSCF,A:PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T:GTW,SCSCF,R:SCSCF,MTAS,R:SCSCF,PCSCF,R:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,PCSCF,I:PCSCF,SCSCF,T:PCSCF,SCSCF,R:SCSCF,MTAS,R:MTAS,SCSCF,R:SCSCF,MTAS,R:SCSCF,PCSCF,R:PCSCF,SCSCF,P:MTAS,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,PCSCF,P:PCSCF,SCSCF,P-200:SCSCF,MTAS,P-200:MTAS,SCSCF,P-200:SCSCF,MTAS,P-200:SCSCF,PCSCF,P-200",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:MTAS,SCSCF,W:ICSCF,GTW,W:SCSCF,GTW,I:GTW,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"GTW,ICSCF,I:ICSCF,GTW,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,BCCAS,I-480:BCCAS,SCSCF,A",1
"ICSCF,SCSCF,I:SCSCF,ICSCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T:BCCAS,SCSCF,I:SCSCF,BCCAS,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,GTW,I:GTW,SCSCF,T:GTW,SCSCF,S:SCSCF,BCCAS,S:BCCAS,SCSCF,S:SCSCF,ICSCF,S:IBCF,SCSCF,P:SCSCF,BCCAS,P:BCCAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:GTW,SCSCF,R:SCSCF,BCCAS,P-200:SCSCF,BCCAS,R:BCCAS,SCSCF,P-200:SCSCF,IBCF,P-200:BCCAS,SCSCF,R:SCSCF,ICSCF,R:IBCF,SCSCF,P:SCSCF,BCCAS,P:BCCAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,BCCAS,P-200:BCCAS,SCSCF,P-200:SCSCF,IBCF,P-200",1
"SCSCF,ICSCF,I:ICSCF,SCSCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:SCSCF,BCCAS,I:BCCAS,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T",1
"MTAS,SCSCF,I:MTAS,SCSCF,A",1
"PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,PCSCF,I-407:PCSCF,SCSCF,A:PCSCF,SCSCF,I:SCSCF,PCSCF,T:SCSCF,ASLI,I:ASLI,SCSCF,T:ASLI,SCSCF,I-500:SCSCF,ASLI,A:SCSCF,MTAS,I:MTAS,SCSCF,T:MTAS,SCSCF,I:SCSCF,MTAS,T:SCSCF,GTW,I:GTW,SCSCF,T:SCSCF,MTAS,R:GTW,SCSCF,R:MTAS,SCSCF,R:PCSCF,SCSCF,P:SCSCF,MTAS,P:MTAS,SCSCF,P:SCSCF,GTW,P:GTW,SCSCF,P-200:SCSCF,MTAS,P-200:MTAS,SCSCF,P-200:SCSCF,PCSCF,P-200",1
"IBCF,ICSCF,I:ICSCF,IBCF,T:ICSCF,SCSCF,I:SCSCF,ICSCF,T",1
